organCd,사용기관명,지역,주소,홈페이지 주소,전화번호,검색 키워드,대표 강좌 이름,위도,경도
WScOnWDY3xbW0dV6nVJakg==,슈필라테스평생교육원,충청남도 아산시,"(31480) 충청남도 아산시 배방읍 모산로 38-11 우방아이유쉘1단지 상가 4층 413호,414호,415호,416호 슈필라테스",https://blog.naver.com/shu_pilates,010 - 3413 - 3345,"기구필라테스 , 체형교정 , 통증케어",2대1 프라이빗 듀엣 필라테스(4개월) | 2대1프라이빗 듀엣 필라테스(2개월) | 1대1 체형맞춤 개인 필라테스(6개월) | 1대1체형맞춤 개인 필라테스(4개월) | 1대1체형맞춤 개인 필라테스(3개월) | (5명 정원)소규모 재활 그룹필라테스(8개월) | (5명 정원)소규모 재활 그룹필라테스(6개월) | (5명정원) 소규모 재활 그룹필라테스(3개월) | (5명 정원)소규모 재활 그룹필라테스(1개월),36.7713655,127.0465481
mbxOmKAJf0+erXPou+Vmtg==,쌍둥중장비운전정비학원,경기도 양주시,(11409) 경기도 양주시 남면 감악산로83번길 95-36 쌍둥중장비운전학원,,031 - 858 - 8272,"지게차3톤미만운전 , 굴삭기3톤미만운전 , 로더3,5톤미만운전",,37.8699517,126.9788186
29YEfux+rSblVJOX5rNAtQ==,탐라자동차운전전문학원,제주특별자치도 제주시,(63091) 제주특별자치도 제주시 은수길 94 탐라자동차운전전문학원 지도보기,,064 - 744 - 5050,"1,2종보통1종자동 , 1종대형, 소형견인 , 도로연수",,33.4677083,126.4865005
888W1/iHE85N0lEwiK/jFw==,마인드바디필라테스&요가부평점평생교육원,인천광역시 부평구,(21352) 인천광역시 부평구 장제로 188-2 5층 지도보기,https://m.place.naver.com/place/36050556,032 - 515 - 3938,"필라테스 , 요가 , 운동",,37.5023625,126.7311754
zHyiz1gsiZ36/kxIxkNlUA==,탑브레드제과제빵학원,경기도 부천시,(14664) 경기도 부천시 원미구 역곡로 49 401호 탑브레드 제과제빵학원,,032 - 342 - 8863,"제과 , 제빵 , 디저트",빵메뉴 | 디저트메뉴,37.4894060,126.8096349
LDM1Oci9hbDyv9eL7/2WCg==,리본필라테스부천범박점평생교육원,경기도 부천시,(14783) 경기도 부천시 소사구 양지로92번길 9-3 303호,https://blog.naver.com/reborn_bb,032 - 713 - 8877,,,37.4727166,126.8132856
ud8XyFUlL5sziEaVYSdV8g==,한국재난안전정보협회,경상남도 창원시,(51730) 경상남도 창원시 마산합포구 창동거리길 50 207호,kdsia.org,055 - 248 - 1119,"한국어문해교육 , 재난안전 , 상담",요양보호사 자격취득과정 | CS경영심리상담전문강사 | 경비지도사 | CS자격증 교육 | ISO9001140011800145001 통합내부심사원 | 한국어문해교육지도사 | 병원코디네이터 | 학교재난안전관리사 | 기업재난관리사,35.2053371,128.5748713
hOBiVxHrRe+7gUGWPsqDlA==,알파코원격평생교육시설,서울특별시 성동구,(04794) 서울특별시 성동구 성수일로8길 59 평화빌딩 B동 6층,https://lllcard.alpaedu.co.kr,02 - 2163 - 5700,"AI,디지털,자동화 , 자격증,취업,은퇴 , 챗GPT,엑셀,IT",,37.5452384,127.0568240
fsbK7sH+KPOwCPEIqfkWbw==,바디홀릭필라테스산곡점평생교육원,인천광역시 부평구,(21377) 인천광역시 부평구 부영로189번길 51 509호 지도보기,,032 - 501 - 9682,"필라테스 , 운동 , 건강",,37.5021433,126.7129333
IFCrl+v2RNbLRhIxwVfOpQ==,행복한평생교육원,경기도 부천시,(14598) 경기도 부천시 원미구 부일로191번길 26 우신프라자303호 지도보기,https://blog.naver.com/artpmj12,010 - 3214 - 0920,,,37.4897774,126.7517024
E/oriDJzrUrQDyPmebrkpQ==,동아자동차운전전문학원,인천광역시 남동구,(21678) 인천광역시 남동구 청능대로534번길 39 동아자동차운전전문학원,dongacar.co.kr,032 - 446 - 1100,,운전면허취득조건변경(1자->1수)도로과정 | 운전면허취득장내교육과정 | 도로연수보충교육과정(2시간) | 도로연수교육과정(10시간) | 도로연수교육과정(6시간) | 운전면허취득보충교육과정(2시간) | 운전면허취득보충교육과정(1시간) | 운전면허취득경력자도로교육과정 | 운전면허취득경력자장내교육과정 | 운전면허취득도로주행교육과정,37.3982530,126.7213323
TH3jQcXo1ORwrXEYI4cXnQ==,국립군산대학교부설평생교육원,전북특별자치도 군산시,(54150) 전북특별자치도 군산시 대학로 558 두드림센터,www.kunsan.ac.kr/life,063 - 469 - 4915,,캘리그라피와 먹그림 | 서예문인화,35.9470943,126.6814341
VT5U1m/3sLWd4WJ+KGfz6A==,인생뮤직학원청주점,충청북도 청주시,(28642) 충청북도 청주시 서원구 사직대로 102 5층,https://blog.naver.com/inmuu_cheongju,010 - 9917 - 2898,"음악 , 실용음악학원 , 음악학원",실용음악 2개월(보컬 기타 베이스 피아노 작곡 미디 드럼 우쿨렐레) | 실용음악 1개월(보컬 기타 베이스 피아노 작곡 미디 드럼 우쿨렐레) | 실용음악 3개월(보컬 기타 베이스 피아노 작곡 미디 드럼 우쿨렐레) | 실용음악 1개월(보컬 기타 베이스 피아노 작곡 미디 드럼 우쿨렐레),36.6345380,127.4587788
Vvnj61Xo/QW08bOEmHFrdg==,케이뷰티평생교육원,대구광역시 남구,(42424) 대구광역시 남구 중앙대로 216 2층,k뷰티.com,053 - 471 - 0010,"네일창업반 , 반영구화장 , 속눈썹연장",속눈썹 창업반 | 반영구화장 자격증반 | 네일창업반,35.8525560,128.5908938
/IoJE1MSwgz8hDDJizyzbw==,박달동주민자치센터,경기도 안양시,(13984) 경기도 안양시 만안구 양화로127번길 9 박달동주민자치센터,,031 - 8045 - 3720,,,37.4036557,126.9091738
WJPXf2YjYJzWFYRnrA+/Pg==,샵보드평생교육원,경기도 수원시,(16704) 경기도 수원시 영통구 반달로7번길 6 302,https://edu.shopboard.kr/,031 - 206 - 8262,"피부관리 , 동안피부 , 홈케어",,37.2523005,127.0740131
UxsSmus4WkJblyoq6bCeXg==,데이원컴퍼니원격평생교육원(유하다요),서울특별시 강남구,"(06142) 서울특별시 강남구 테헤란로 231 West동 6층,7층",yuhadayo.com,02 - 566 - 9482,일본어,2026 NEW 전강좌 올패키지 MAX,37.5028813,127.0413566
CghaL5LdjNo51aOgd8ZK1A==,꽃송이가플로리스트학원,충청북도 청주시,(28510) 충청북도 청주시 상당구 상당로158번길 6 꽃송이가플로리스트학원,https://flowercompany.kr/,010 - 4216 - 8121,"꽃 , 플라워 , 플로리스트",꽃다발 꽃바구니 센터피스 디자인 과정 | 꽃다발 꽃바구니 디자인 집중과정 | 꽃다발 꽃바구니 디자인 집중과정,36.6423993,127.4900974
4WTaFf9vr045fvQFrE9BjA==,신도림위드피아노학원,서울특별시 영등포구,(07372) 서울특별시 영등포구 도영로 19 4층 지도보기,,010 - 5766 - 9374,"피아노 , 성인피아노 , 취미피아노",,37.5085339,126.8955281
FEU2a2i6vRNh0887bR7sJw==,대전장애인배움터풀꽃평생교육원,대전광역시 서구,(35273) 대전광역시 서구 갈마로 107 4층402호(예람빌딩),https;//cafe.daum.net/hanul-yoohak,042 - 488 - 2598,"장애인평생교육풀꽃야 , 대전장애인평생교육풀 , 풀꽃야학평생교육",노래부르며 칼림바 배우기 | 한글서예 기초 배우기 | 캘리로 쓰는 한글여행2 | 손끝으로 담는 세상이야기 | 한글서예로 마음을 잇다 | 손끝으로 담는 세상이야기 | 노래부르며 칼림바 배우기 | 캘리로 쓰는 한글여행2 | 캘리그라피로 쓰는 한글여행 | 캘리그라피로 떠나는 한글여행,36.3432618,127.3708327
ZOCk1lAIqBce5bkJBWheiw==,영작은도서관,세종특별자치시 세종특별자치시,(30053) 세종특별자치시 장군면 장척로 436 지101호,,010 - 5507 - 6364,"골프 , 테니스 , 당구",바둑교실 | 영어회화 | 테니스교실 | 당구교실 | 골프교실,36.4989989,127.2082662
KixQNj1ZDD5z7huSl8VHKw==,인천더조은컴퓨터아트학원,인천광역시 부평구,(21404) 인천광역시 부평구 경원대로 1366 7층 인천더조은컴퓨터아트학원,http://bu.tjoeun.net/,032 - 521 - 8889,"컴퓨터활용능력1급 , 전산회계1급 , 포토샵,일러스트",챗GPT만 있으면 왕초보도 파이썬(Python)코딩 전문가,37.4909756,126.7206379
Q62516caQ/wRQ6nTn9NPag==,롯데문화센터안산점,경기도 안산시,(15299) 경기도 안산시 상록구 항가울로 422 4층 문화센터,https://culture.lottemart.com/cu/common/main.do,031 - 412 - 8757,"문화센터 , 안산점 , 롯데마트문화센터",,37.3180329,126.8466629
28RZ2BFOF+2ajdHE09jJbg==,김포시평생학습관,경기도 김포시,(10078) 경기도 김포시 김포한강1로 242 운양동환승센터 A동 1층,https://gimpo.gseek.kr/,031 - 980 - 5151,,유튜브 개설 및 운영 | 디지털드로잉 | 영자신문과 미드로 배우는 영어 | 수제맥주만들기 | 제과제빵기능사,37.6533285,126.6842860
xcPFL+cIcd0/c6tvrKu8MQ==,서울여자대학교부설평생교육원,서울특별시 노원구,(01797) 서울특별시 노원구 화랑로 621 50주년기념관 313호,https://cec.swu.ac.kr/fro_end/html/main/#none,02 - 970 - 7533,,,37.6280329,127.0904235
TN5RPp2zoPqQGN2gfNzhFQ==,드림원격평생교육원,광주광역시 서구,(61960) 광주광역시 서구 마륵로 90 4층,https://www.edreamedu.co.kr/,062 - 383 - 9222,"사회복지사 , 한국어교원 , 상담학",,35.1454072,126.8413761
KNm7pBGj9Q/A77DA/mTlyQ==,동신대학교부설평생교육원,전라남도 나주시,(58245) 전라남도 나주시 동신대길 67 중앙도서관동 3층 304-c호 지도보기,https://lifelong.dsu.ac.kr/lifelong/,061 - 330 - 3851,,,35.0496249,126.7179925
IrQjW22q6KW5OSWhu/Qorw==,대영컴퓨터전문학원,전북특별자치도 익산시,(54661) 전북특별자치도 익산시 고현로 114 4층,https://blog.naver.com/daeyoung_computer,063 - 835 - 8787,"익산컴퓨터학원 , 국비무료 , 모현동",컴퓨터자격증초급일반 | 컴퓨터자격증초급일반 | 컴퓨터자격증 중급 | 컴퓨터자격증 중급 | 블로그를 활용한 마케팅 | 블로그를 활용한 마케팅 | 빅데이터활용,35.9472386,126.9441931
pU2K01V5EITkqpZiK1Vh1Q==,한국미래인재평생교육원,서울특별시 금천구,(08588) 서울특별시 금천구 가산디지털2로 67 206호 지도보기,turningcampus.com,070 - 7549 - 1965,"AI , 마케팅 , 스마트스토어","기획부터 런칭까지 AI를 활용한 1인 창업 비즈니스 마스터클래스 | AI캔바를 활용한 바로 써먹는 디지털 콘텐츠 제작 실무 | 전자상거래(네이버 스마트스토어로 수익화) | AI 활용 업무 자동화 | 디지털마케팅( AI를 활용한 SNS 채널 마케팅 실무(블로그 인스타 유튜브 등) | 부동산 상담 전문가 양성과정 | 경공매 전문가 양성과정 | 에니어그램 강사 자격증 과정 | 경제적 자유를 위한 재무 및 투자 설계 실전 | 인생 2막, 나를 위한 커리어 리부트",37.4742260,126.8810905
WnJv6pVmqGoqjoS1FNAU/w==,빛가람제과제빵요리학원,전라남도 나주시,(58325) 전라남도 나주시 그린로 351 아주드림타워205호,https://blog.naver.com/lsg5658,010 - 2403 - 5906,,카페디저트 | 베이킹스쿨 | 천연발효빵,35.0178941,126.7938966
tSfrjzIlfAx2NfGygybjuQ==,비다(vida)가죽학원,울산광역시 남구,(44623) 울산광역시 남구 봉월로 167 태화강엑슬루타워 상가2층 216H호,,010 - 3798 - 2866,"가죽공예 , 가죽제품 , 가죽공예지도사",,35.5479645,129.3073976
GYgKgkkRLEUU7FO2xYfIvw==,김해컴퓨터학원,경상남도 김해시,"(50938) 경상남도 김해시 분성로 230 리버에비뉴 5층 501호, 502호, 503호",www.gimcom.net,010 - 3843 - 2096,"ITQ , 컴퓨터활용능력 , CAD",컴퓨터활용능력 2급실기 | AutoCAD 응용실무 | ITQ Master(한글 액샐 파워) | ITQ자격증 | AutoCAD 2D 과정,35.2313324,128.8716975
NfYurveEdxg7XphQawzByg==,그리니수공예아카데미학원,경상남도 창원시,(51651) 경상남도 창원시 진해구 풍호로35번길 23 1층,,010 - 2085 - 0221,"진해라탄공예 , 진해비누공예 , 진해마크라메",토탈공예 | 천연화장품 | 비누공예 원데이클래스 | 공예 원데이클래스 | 비누공예 | 공예 자격증과정 | 등공예 (라탄소품) | 매듭공예 (마크라메소품),35.1420044,128.7050252
2Ufos4Rkp9qsdnFBabYcug==,(재)상무대학직업전문학교,광주광역시 서구,(61901) 광주광역시 서구 하남대로550번길 19-27 (동천동) 지도보기,www.sangmoo.or.kr,062 - 606 - 7000,"중장비운전 , 지게차 , 굴착기",3톤미만 지게차운전,35.1721000,126.8555218
X2mjC3lUhojTIHlJs9EHJg==,로얄평생교육원,충청남도 아산시,(31520) 충청남도 아산시 삼동로 27 2층,,010 - 4722 - 9944,"산후도우미 , 산모도우미 , 아이돌보미",산모신생아건강관리사(신규자) | 생활지원사전문가과정 | 병원동행매니저전문가과정,36.7825775,127.0105246
nQ/FvIz7JiHwDP/bbrtRrw==,군포시평생학습마을,경기도 군포시,(15823) 경기도 군포시 수리산로 112 군포시 평생학습마을,https://www.gunpocf.or.kr/,031 - 390 - 3066,,,37.3592167,126.9194205
81ivT7fur94HVx5Tc49QSA==,명지커피바리스타학원,부산광역시 강서구,(46726) 부산광역시 강서구 명지국제2로 27 1015호,,051 - 271 - 1113,"바리스타2급 , 바리스타1급 , 라떼아트",커피 클래스 | 커피바리스타 2급 자격증,35.0941549,128.9061493
BE+ZL3IlVilBM+RZWD97ow==,동국대학교WISE캠퍼스평생교육원,경상북도 경주시,(38066) 경상북도 경주시 동대로 123 한의학관,dce.dongguk.ac.kr,054 - 770 - 2555,"경주 평생교육원 , 사회복지사 , 자격증",오감만족 건강 실습교실 | 시니어 AI활용기초부터(챗GPT 제미나이) (수) | 유니버설 파크골프(Universal parkgolf) 현장형 지도자 양성 과정 | 올바른 자연식생활 교육 지도사 자격 과정 | 노인안전지도사/생활안전지도사 1급 자격증과정 | 챗GPT기초부터 AI영상제작(자격증반) | 야생화답사반(주말) | 실용풍수와 공간 재테크 입문 | 색과 선으로 배우는 민화 | 사회복지현장실습,35.8636658,129.1946221
FcaArTjzyQjDrQAzkv5+Cg==,훈민정필펜글씨교정학원,대구광역시 수성구,(42274) 대구광역시 수성구 달구벌대로 3224 대구광역시 수성구 신매동 567-21 3층 303호 훈민정필 펜글씨교정학원,blog.naver.com/writerightsk,053 - 791 - 9785,"대구글씨교정 , 대구악필교정 , 대구바른글씨",펜글씨교정,35.8390137,128.7089469
JcNk1I4KN928jzonbAwtPg==,은평구립우리장애인복지관,서울특별시 은평구,(03380) 서울특별시 은평구 녹번로1길 13 -,https://www.goodwoori.or.kr/,070 - 4016 - 2150,,방송댄스성인반 | 실용음악교실_피아노 | 토탈공예 | 우리노래방 | 싹쓰리볼링 | 사물난타 | 컴퓨터기초반 | 컴퓨터ITQ자격증반 | 프랑스자수교실,37.6047406,126.9265889
cZMfUSNMPeISlPNNTqRVtw==,리브베럴필라테스평생교육원,세종특별자치시 세종특별자치시,(30100) 세종특별자치시 보듬3로 100 1동 3층301호 지도보기,,0507 - 1343 - 5791,"필라테스 , 건강 , 운동",,36.5119496,127.2486205
6aEE2kjBTlPOLrAu8SGuTg==,강서발달장애인평생교육센터,서울특별시 강서구,(07802) 서울특별시 강서구 마곡동로3길 6 4층 강서발달장애인평생교육센터,http://www.xn--939ajxn84botr.com/,02 - 6925 - 7025,,,37.5600801,126.8326393
DdwvHuGtLip0iusZs6KgJg==,한성자동차운전전문학원,인천광역시 서구,(22772) 인천광역시 서구 중봉대로 266 한성자동차운전전문학원,www.hansungdrive.com,032 - 581 - 2222,"1종보통 , 대형 , 2종소형",,37.5031620,126.6487124
AH+g2caFkOaX0MkIaf9EzQ==,신세계중장비운전전문학원,충청남도 금산군,(32744) 충청남도 금산군 금산읍 장자길 28 신세계중장비운전전문학원,http://www.ssgcar.co.kr/sub0101.php,041 - 754 - 4700,"지게차 , 굴착기 , 소형건설기계",,36.0980088,127.4580849
+5wxOLHlwzXUFK+PgPpSbQ==,서강대학교미래교육원,서울특별시 마포구,(04107) 서울특별시 마포구 백범로 35 김대건관 107호 지도보기,https://scec.sogang.ac.kr/,02 - 705 - 8718,,스페인어,37.5517132,126.9410634
rzg2MHhbHTC8UlGMH4UOhQ==,한국문화예술실용전문학교,경기도 안산시,(15361) 경기도 안산시 단원구 중앙대로 935 한국문화예술실용전문학교,,031 - 483 - 1653,,,37.3170738,126.8405238
mqQq+eIwCOfYeyds29Hqxw==,(유)이리자동차운전전문학원,전북특별자치도 익산시,(54535) 전북특별자치도 익산시 익산대로33길 46-5 이리자동차운전전문학원,,063 - 851 - 2073,"1종대형면허 , 1종,2종 면허 , 도로연수",도로연수(면허취득자 운전능력 향상 프로그램) | 2종자동 면허 취득 | 1종보통 1종자동면허 취득 | 1종 대형면허 취득,35.9769484,126.9515056
eqcxC0mqz83PJNmWSF5lMQ==,이천제빵커피학원,경기도 이천시,(17363) 경기도 이천시 애련정로125번길 47 2층,,031 - 632 - 0555,"바리스타 , 제과 , 제빵",,37.2815896,127.4472404
5StKVS7qfHBTLaeN26DqjA==,양태석드럼스쿨학원,강원특별자치도 원주시,(26469) 강원특별자치도 원주시 치악고교길 69 원승빌딩 5층,,010 - 5362 - 4471,"드럼학원 , 드럼레슨 , 양태석드럼스쿨",,37.3163196,127.9601248
szEULB0Qsf7C6Lm8eDVvlw==,디자인캘리그라피학원,광주광역시 광산구,(62359) 광주광역시 광산구 사암로215번길 95 4층 디자인캘리그라피학원,,010 - 2222 - 6407,"수묵화 , 캘리그라피 , 붓글씨",수묵캘리그라피,35.1638855,126.8031272
PyTBY6C61k5h23wETxzTrA==,달구벌간호학원,대구광역시 달서구,"(42641) 대구광역시 달서구 달구벌대로 1643 2,3층 지도보기",https://blog.naver.com/dgb_nurse,053 - 588 - 5548,"간호조무사 , 간호학원 , 간호조무사학원",,35.8538244,128.5459197
